aircraft,tailnumber,pilot,departure,arrival,distance_nm,duration_min,duration_hhmm,date_dep_form,date_arr_form,dep_lat,dep_lon,arr_lat,arr_lon,ac_icao_type,ac_manufacturer,ac_model,ac_category,ac_is_ga,ac_airline_name
N750EC,N750EC,semartinezmo,MMSD,MMMX,635.0,112,1:52 h,2026-01-03 02:32:00,2026-01-03 04:24:00,23.151919,-109.720731,19.435137,-99.071328,C750,Cessna,Citation X,PASSENGER,Yes,
N504JB,N504JB,1562477,KEYW,KATL,562.0,113,1:53 h,2026-01-03 00:40:00,2026-01-03 02:33:00,24.556101,-81.759598,33.6367,-84.428101,A320,Airbus,A320,PASSENGER,No,Jetblue
N365DN,N365DN,AndyV,KDTW,KLGA,434.0,90,1:30 h,2026-01-03 00:12:00,2026-01-03 01:43:00,42.21377,-83.353786,40.777199,-73.872597,A321,Airbus,A321-211,PASSENGER,No,Delta Air Lines
D-AIZE,D-AIZE,bradfier,EDDF,EGCC,448.0,135,2:15 h,2026-01-02 21:43:00,2026-01-02 23:58:00,50.030241,8.561096,53.349375,-2.279521,A320,Airbus,A320,PASSENGER,No,Lufthansa
N892FD,N892FD,lebrun,PANC,KEWR,2920.0,400,6:40 h,2026-01-02 19:09:00,2026-01-03 01:49:00,61.179004,-149.992561,40.692501,-74.168701,B77L,Boeing,777-FS2,FREIGHTER,No,FedEx
N375GR,N375GR,V1RotateAP,KJAX,KMIA,291.0,75,1:15 h,2026-01-02 16:29:00,2026-01-02 17:45:00,30.492469,-81.687813,25.79319953918457,-80.29060363769531,C25C,Cessna,525C CitationJet CJ4,PASSENGER,Yes,
N504JB,N504JB,1562477,KLGA,KEYW,1051.0,238,3:58 h,2026-01-02 15:55:00,2026-01-02 19:54:00,40.777199,-73.872597,24.556101,-81.759598,A320,Airbus,A320,PASSENGER,No,Jetblue
N521DN,N521DN,PilotDeviation,KLAX,KDAL,1080.0,174,2:54 h,2026-01-02 15:47:00,2026-01-02 18:42:00,33.942501,-118.407997,32.847099,-96.851799,A359,Airbus,A350-941,PASSENGER,No,Delta Air Lines
N817EM,N817EM,jimmy_carrot,EDDH,EGLF,417.0,84,1:24 h,2026-01-02 15:00:00,2026-01-02 16:25:00,53.630402,9.98823,51.275799,-0.776333,LJ35,Learjet,35A,PASSENGER,Yes,
D-AGWB,D-AGWB,1569397,EKCH,EDDB,198.0,99,1:39 h,2026-01-02 14:47:00,2026-01-02 16:26:00,55.617900848389,12.656000137329,52.362247,13.500672,A319,Airbus,A319,PASSENGER,No,Eurowings
D-AIZD,D-AIZD,Heustreu,EGPH,EDDF,557.0,128,2:08 h,2026-01-02 14:18:00,2026-01-02 16:26:00,55.950145,-3.372288,50.030241,8.561096,A320,Airbus,A320,PASSENGER,No,Lufthansa
N817EM,N817EM,jimmy_carrot,EDDS,EDDH,298.0,89,1:29 h,2026-01-02 13:02:00,2026-01-02 14:32:00,48.689899,9.22196,53.630402,9.98823,LJ35,Learjet,35A,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,EBBR,EDDS,226.0,91,1:31 h,2026-01-02 11:26:00,2026-01-02 12:57:00,50.901402,4.48444,48.689899,9.22196,LJ35,Learjet,35A,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,EKBI,EBBR,335.0,93,1:33 h,2026-01-02 09:38:00,2026-01-02 11:12:00,55.740335,9.157019,50.901402,4.48444,LJ35,Learjet,35A,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,EDDB,EKBI,253.0,62,1:02 h,2026-01-02 08:32:00,2026-01-02 09:35:00,52.362247,13.500672,55.740335,9.157019,LJ35,Learjet,35A,PASSENGER,Yes,
D-AALA,D-AALA,bradfier,OERK,ZGSZ,3650.0,472,7:52 h,2026-01-02 08:11:00,2026-01-02 16:04:00,24.9576,46.698799,22.639299,113.810997,B77L,Boeing,777-FZN,FREIGHTER,No,AeroLogic
N2MK,N2MK,V1RotateAP,KLEX,KIND,128.0,52,0:52 h,2026-01-02 03:15:00,2026-01-02 04:07:00,38.036499,-84.605904,39.7173,-86.294403,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N891NN,N891NN,AndyV,KPHX,KLAX,320.0,91,1:31 h,2026-01-02 02:23:00,2026-01-02 03:54:00,33.435302,-112.005905,33.942501,-118.407997,B738,Boeing,737-800,PASSENGER,No,American Airlines
N8544Z,N8544Z,semartinezmo,KMDW,KALB,621.0,123,2:03 h,2026-01-01 23:39:00,2026-01-02 01:43:00,41.785999,-87.752403,42.74829864501953,-73.80169677734375,B738,Boeing,737-800,PASSENGER,No,Southwest Airlines
N375GR,N375GR,V1RotateAP,KATL,KJAX,234.0,51,0:51 h,2026-01-01 21:20:00,2026-01-01 22:11:00,33.6367,-84.428101,30.492469,-81.687813,C25C,Cessna,525C CitationJet CJ4,PASSENGER,Yes,
N891NN,N891NN,semartinezmo,KSAT,KPHX,731.0,168,2:48 h,2026-01-01 19:41:00,2026-01-01 22:30:00,29.533701,-98.469803,33.435302,-112.005905,B738,Boeing,737-800,PASSENGER,No,American Airlines
N891NN,N891NN,semartinezmo,KDFW,KSAT,247.0,0,0:00 h,2026-01-01 19:13:00,2026-01-01 19:05:00,32.896801,-97.038002,29.533701,-98.469803,B738,Boeing,737-800,PASSENGER,No,American Airlines
D-AALA,D-AALA,bradfier,EDDP,OERK,2353.0,378,6:18 h,2026-01-01 19:00:00,2026-01-02 01:18:00,51.420657,12.232705,24.9576,46.698799,B77L,Boeing,777-FZN,FREIGHTER,No,AeroLogic
G-TAWI,G-TAWI,Frilex,EDDE,EDJA,181.0,85,1:25 h,2026-01-01 17:19:00,2026-01-01 18:44:00,50.979801,10.9581,47.9888000488,10.2395000458,B738,Boeing,737-8K5,PASSENGER,No,TUI fly
N817EM,N817EM,jimmy_carrot,LOWI,EDDB,317.0,114,1:54 h,2026-01-01 17:18:00,2026-01-01 19:12:00,47.260201,11.344,52.362247,13.500672,LJ35,Learjet,35A,PASSENGER,Yes,
G-DBCA,G-DBCA,alphagolfcharlie,EGLL,EDDB,519.0,131,2:11 h,2026-01-01 17:10:00,2026-01-01 19:21:00,51.4706,-0.461941,52.362247,13.500672,A319,Airbus,A319,PASSENGER,No,British Airways
OH-LXA,OH-LXA,AndyV,EFHK,EDDF,831.0,172,2:52 h,2026-01-01 17:05:00,2026-01-01 19:57:00,60.318363,24.963341,50.030241,8.561096,A320,Airbus,A320,PASSENGER,No,Finnair
N817EM,N817EM,jimmy_carrot,EDVK,LOWI,260.0,75,1:15 h,2026-01-01 15:47:00,2026-01-01 17:02:00,51.420699,9.392152,47.260201,11.344,LJ35,Learjet,35A,PASSENGER,Yes,
G-TAWI,G-TAWI,Frilex,EDDV,EDDE,100.0,75,1:15 h,2026-01-01 15:46:00,2026-01-01 17:01:00,52.461102,9.68508,50.979801,10.9581,B738,Boeing,737-8K5,PASSENGER,No,TUI fly
D-AIZE,D-AIZE,bradfier,EDDS,EDDF,84.0,59,0:59 h,2026-01-01 14:17:00,2026-01-01 15:17:00,48.689899,9.22196,50.030241,8.561096,A320,Airbus,A320,PASSENGER,No,Lufthansa
N817EM,N817EM,jimmy_carrot,EGBB,EDVK,416.0,86,1:26 h,2026-01-01 07:35:00,2026-01-01 09:01:00,52.453899,-1.74803,51.420699,9.392152,LJ35,Learjet,35A,PASSENGER,Yes,
N501DN,N501DN,ClimbToFL150,KATL,KDTW,517.0,136,2:16 h,2026-01-01 06:20:00,2026-01-01 08:37:00,33.6367,-84.428101,42.21377,-83.353786,A359,Airbus,A350-900,PASSENGER,No,Delta Air Lines
N2MK,N2MK,V1RotateAP,KIND,KLEX,128.0,45,0:45 h,2026-01-01 02:56:00,2026-01-01 03:42:00,39.7173,-86.294403,38.036499,-84.605904,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N77ZE,N77ZE,alchemydc,KCLT,KFRG,486.0,142,2:22 h,2026-01-01 02:28:00,2026-01-01 04:50:00,35.2140007019043,-80.94309997558594,40.7288017273,-73.4133987427,PC12,Pilatus,PC-12/45,PASSENGER,Yes,
N750EC,N750EC,semartinezmo,KSAN,MMSD,697.0,133,2:13 h,2025-12-31 22:51:00,2026-01-01 01:04:00,32.7336006165,-117.190002441,23.151919,-109.720731,C750,Cessna,Citation X,PASSENGER,Yes,
N161UW,N161UW,AndyV,KMIA,KATL,517.0,129,2:09 h,2025-12-31 20:59:00,2025-12-31 23:08:00,25.79319953918457,-80.29060363769531,33.6367,-84.428101,A321,Airbus,A321,PASSENGER,No,American Airlines
D-AIZE,D-AIZE,bradfier,EDDF,EDDS,84.0,67,1:07 h,2025-12-31 20:43:00,2025-12-31 21:50:00,50.030241,8.561096,48.689899,9.22196,A320,Airbus,A320,PASSENGER,No,Lufthansa
N972UY,N972UY,1462381,KDFW,KDCA,1033.0,177,2:57 h,2025-12-31 19:33:00,2025-12-31 22:31:00,32.896801,-97.038002,38.8521,-77.037697,A321,Airbus,A321,PASSENGER,No,American Airlines
N809MC,N809MC,Somebody,KMIA,KDTW,997.0,199,3:19 h,2025-12-31 19:02:00,2025-12-31 22:21:00,25.79319953918457,-80.29060363769531,42.21377,-83.353786,B742,Boeing,747-228F(SCD),FREIGHTER,No,Atlas Air
N375GR,N375GR,V1RotateAP,KORF,KATL,448.0,108,1:48 h,2025-12-31 17:58:00,2025-12-31 19:47:00,36.895341,-76.201,33.6367,-84.428101,C25C,Cessna,525C CitationJet CJ4,PASSENGER,Yes,
N750EC,N750EC,semartinezmo,PASI,KSAN,1640.0,251,4:11 h,2025-12-31 16:24:00,2025-12-31 20:36:00,57.04710006713867,-135.36199951171875,32.7336006165,-117.190002441,C750,Cessna,Citation X,PASSENGER,Yes,
N129K,N129K,V1RotateAP,KMSO,KHLN,88.0,70,1:10 h,2025-12-31 16:22:00,2025-12-31 17:33:00,46.91630173,-114.0910034,46.6068,-111.983002,C172,Cessna,172 Skyhawk,PASSENGER,Yes,
D-AGWB,D-AGWB,1569397,EDDG,EKCH,273.0,100,1:40 h,2025-12-31 13:28:00,2025-12-31 15:08:00,52.134602,7.68483,55.617900848389,12.656000137329,A319,Airbus,A319,PASSENGER,No,Eurowings
N399DA,N399DA,PilotDeviation,KDTW,KATL,517.0,114,1:54 h,2025-12-31 13:25:00,2025-12-31 15:20:00,42.21377,-83.353786,33.6367,-84.428101,B738,Boeing,737-832,PASSENGER,No,Delta Air Lines
D-ALFE,D-ALFE,bradfier,BGGH,KJFK,1610.0,262,4:22 h,2025-12-31 12:20:00,2025-12-31 16:42:00,64.191066,-51.67914,40.639447,-73.779317,B77L,Boeing,777-FBT,FREIGHTER,No,Lufthansa Cargo
VT-PPO,VT-PPO,Mushfiq21,VOMM,VOBL,144.0,75,1:15 h,2025-12-31 10:35:00,2025-12-31 11:50:00,12.990005,80.169296,13.1979,77.706299,A321,Airbus,A321-211,PASSENGER,No,Air India
TC-JSZ,TC-JSZ,Erdemes,LTCR,LTFM,603.0,166,2:46 h,2025-12-31 07:36:00,2025-12-31 10:22:00,37.2233009338,40.6316986084,41.261297,28.741951,A321,Airbus,A321-231,PASSENGER,No,Turkish Airlines
N411DX,N411DX,Jay6zero,KATL,KJFK,659.0,124,2:04 h,2025-12-31 06:04:00,2025-12-31 08:08:00,33.6367,-84.428101,40.639447,-73.779317,A339,Airbus,A330-941,PASSENGER,No,Delta Air Lines
TC-JSZ,TC-JSZ,Erdemes,LTFM,LTCR,603.0,134,2:14 h,2025-12-31 05:05:00,2025-12-31 07:20:00,41.261297,28.741951,37.2233009338,40.6316986084,A321,Airbus,A321-231,PASSENGER,No,Turkish Airlines
N374DA,N374DA,KDTW_Al,KJFK,KMCO,821.0,159,2:39 h,2025-12-31 00:07:00,2025-12-31 02:47:00,40.639447,-73.779317,28.429399490356445,-81.30899810791016,B738,Boeing,737-800,PASSENGER,No,Delta Air Lines
N47108,N47108,TATsim,KABE,KHPN,82.0,81,1:21 h,2025-12-30 23:44:00,2025-12-31 01:05:00,40.651773,-75.442797,41.06700134277344,-73.70760345458984,C152,Cessna,152,PASSENGER,Yes,
N950NN,N950NN,semartinezmo,KLAX,KLAS,205.0,84,1:24 h,2025-12-30 23:01:00,2025-12-31 00:26:00,33.942501,-118.407997,36.083361,-115.151817,B738,Boeing,737-800,PASSENGER,No,American Airlines
N77ZE,N77ZE,alchemydc,KRIC,KCLT,222.0,107,1:47 h,2025-12-30 22:50:00,2025-12-31 00:37:00,37.505199,-77.319702,35.2140007019043,-80.94309997558594,PC12,Pilatus,PC-12/45,PASSENGER,Yes,
N375GR,N375GR,V1RotateAP,KJFK,KORF,251.0,74,1:14 h,2025-12-30 22:48:00,2025-12-31 00:03:00,40.639447,-73.779317,36.895341,-76.201,C25C,Cessna,525C CitationJet CJ4,PASSENGER,Yes,
D-AILA,D-AILA,Frilex,EDDC,EDVK,165.0,73,1:13 h,2025-12-30 21:57:00,2025-12-30 23:10:00,51.134123,13.767831,51.420699,9.392152,A319,Airbus,A319,PASSENGER,No,Lufthansa
N2MK,N2MK,V1RotateAP,KORD,KIND,154.0,70,1:10 h,2025-12-30 21:21:00,2025-12-30 22:32:00,41.9786,-87.9048,39.7173,-86.294403,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N569DZ,N569DZ,alphagolfcharlie,KDTW,KMSP,458.0,126,2:06 h,2025-12-30 21:16:00,2025-12-30 23:22:00,42.21377,-83.353786,44.880081,-93.221741,A359,Airbus,A350-900,PASSENGER,No,Delta Air Lines
N934WN,N934WN,1462381,KDAL,KLGA,1198.0,220,3:40 h,2025-12-30 20:46:00,2025-12-31 00:26:00,32.847099,-96.851799,40.777199,-73.872597,B737,Boeing,737-700,PASSENGER,No,Southwest Airlines
N900ZZ,N900ZZ,Jaraffe,KT30,KAUS,111.0,56,0:56 h,2025-12-30 19:30:00,2025-12-30 20:26:00,,,30.197535,-97.662015,BT36,Beechcraft,B36TC Bonanza,PASSENGER,Yes,
N569DZ,N569DZ,alphagolfcharlie,KATL,KDTW,517.0,97,1:37 h,2025-12-30 19:06:00,2025-12-30 20:44:00,33.6367,-84.428101,42.21377,-83.353786,A359,Airbus,A350-900,PASSENGER,No,Delta Air Lines
N732AP,N732AP,Jaraffe,KPTK,K3W2,67.0,42,0:42 h,2025-12-30 18:41:00,2025-12-30 19:23:00,42.665500640869,-83.420097351074,,,SF50,Cirrus,SF50 Vision Jet,PASSENGER,Yes,
N750EC,N750EC,semartinezmo,KRNO,PASI,1217.0,201,3:21 h,2025-12-30 17:32:00,2025-12-30 20:53:00,39.4991,-119.767998,57.04710006713867,-135.36199951171875,C750,Cessna,Citation X,PASSENGER,Yes,
D-AIRA,D-AIRA,AndyV,EDDF,EETN,793.0,171,2:51 h,2025-12-30 17:31:00,2025-12-30 20:23:00,50.030241,8.561096,59.413246,24.83264,A321,Airbus,A321,PASSENGER,No,Lufthansa
D-AIZC,D-AIZC,Heustreu,EDDM,EKCH,437.0,135,2:15 h,2025-12-30 17:29:00,2025-12-30 19:45:00,48.353802,11.7861,55.617900848389,12.656000137329,A320,Airbus,A320,PASSENGER,No,Lufthansa
N371DA,N371DA,cautionwake,KMSP,KLGA,884.0,154,2:34 h,2025-12-30 16:46:00,2025-12-30 19:20:00,44.880081,-93.221741,40.777199,-73.872597,B738,Boeing,737-800,PASSENGER,No,Delta Air Lines
D-AIZC,D-AIZC,Heustreu,LSZH,EDDM,140.0,91,1:31 h,2025-12-30 14:49:00,2025-12-30 16:21:00,47.458056,8.548056,48.353802,11.7861,A320,Airbus,A320,PASSENGER,No,Lufthansa
C-GWSA,C-GWSA,Zodroids,CYYC,KSEA,391.0,99,1:39 h,2025-12-30 13:45:00,2025-12-30 15:24:00,51.118822,-114.009933,47.447943,-122.310276,B738,Boeing,737-8CT,PASSENGER,No,WestJet
N539LC,N539LC,TATsim,KPHL,KTEB,79.0,52,0:52 h,2025-12-30 13:27:00,2025-12-30 14:19:00,39.871899,-75.241096,40.850101,-74.060799,C25C,Cessna,Citation CJ4,PASSENGER,Yes,
D-AILA,D-AILA,Frilex,EDDF,EDDC,209.0,110,1:50 h,2025-12-30 13:05:00,2025-12-30 14:56:00,50.030241,8.561096,51.134123,13.767831,A319,Airbus,A319,PASSENGER,No,Lufthansa
D-AIZC,D-AIZC,Heustreu,EDDF,LSZH,153.0,67,1:07 h,2025-12-30 09:11:00,2025-12-30 10:18:00,50.030241,8.561096,47.458056,8.548056,A320,Airbus,A320,PASSENGER,No,Lufthansa
N505JB,N505JB,Jay6zero,KATL,KJFK,659.0,109,1:49 h,2025-12-30 07:31:00,2025-12-30 09:21:00,33.6367,-84.428101,40.639447,-73.779317,A320,Airbus,A320,PASSENGER,No,Jetblue
EC-MXV,EC-MXV,semartinezmo,SKBO,LEMD,4336.0,565,9:25 h,2025-12-30 06:50:00,2025-12-30 16:15:00,4.70159,-74.1469,40.471926,-3.56264,A359,Airbus,A350-941,PASSENGER,No,Iberia
N578UW,N578UW,Jay6zero,KPHL,KLGA,82.0,40,0:40 h,2025-12-30 05:39:00,2025-12-30 06:19:00,39.871899,-75.241096,40.777199,-73.872597,A321,Airbus,321-231,PASSENGER,No,American Airlines
N505JB,N505JB,Pandonaut,KCLT,KATL,196.0,75,1:15 h,2025-12-30 04:01:00,2025-12-30 05:16:00,35.2140007019043,-80.94309997558594,33.6367,-84.428101,A320,Airbus,A320,PASSENGER,No,Jetblue
N8544Z,N8544Z,semartinezmo,KLGA,KMDW,628.0,155,2:35 h,2025-12-30 03:59:00,2025-12-30 06:35:00,40.777199,-73.872597,41.785999,-87.752403,B738,Boeing,737-800,PASSENGER,No,Southwest Airlines
PK-GMR,PK-GMR,Zodroids,WARR,WATO,427.0,99,1:39 h,2025-12-30 03:44:00,2025-12-30 05:24:00,-7.37983,112.787003,-8.480694,119.888306,B738,Boeing,737-8U3,PASSENGER,No,Garuda Indonesia
N2MK,N2MK,V1RotateAP,KCMH,KORD,256.0,89,1:29 h,2025-12-30 03:16:00,2025-12-30 04:45:00,39.998001,-82.891899,41.9786,-87.9048,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N920NK,N920NK,Jaraffe,KATL,KBNA,185.0,70,1:10 h,2025-12-30 02:37:00,2025-12-30 03:48:00,33.6367,-84.428101,36.1245,-86.6782,A320,Airbus,A320,PASSENGER,No,Spirit Airlines
N301NB,N301NB,PilotDeviation,KATL,KEYW,562.0,127,2:07 h,2025-12-30 02:28:00,2025-12-30 04:35:00,33.6367,-84.428101,24.556101,-81.759598,A319,Airbus,A319,PASSENGER,No,Delta Air Lines
N8544Z,N8544Z,semartinezmo,KBNA,KLGA,662.0,147,2:27 h,2025-12-30 00:43:00,2025-12-30 03:10:00,36.1245,-86.6782,40.777199,-73.872597,B738,Boeing,737-800,PASSENGER,No,Southwest Airlines
N920NK,N920NK,Pandonaut,KEYW,KATL,562.0,104,1:44 h,2025-12-29 23:02:00,2025-12-30 00:46:00,24.556101,-81.759598,33.6367,-84.428101,A320,Airbus,A320,PASSENGER,No,Spirit Airlines
N77ZE,N77ZE,alchemydc,KOXB,KRIC,114.0,82,1:22 h,2025-12-29 22:19:00,2025-12-29 23:41:00,38.310398101807,-75.124000549316,37.505199,-77.319702,PC12,Pilatus,PC-12/45,PASSENGER,Yes,
N209UA,N209UA,alphagolfcharlie,KORD,KEWR,623.0,111,1:51 h,2025-12-29 22:17:00,2025-12-30 00:09:00,41.9786,-87.9048,40.692501,-74.168701,B772,Boeing,777-200,PASSENGER,No,United Airlines
N8544Z,N8544Z,semartinezmo,KMKE,KBNA,413.0,131,2:11 h,2025-12-29 22:15:00,2025-12-30 00:26:00,42.947201,-87.896599,36.1245,-86.6782,B738,Boeing,737-800,PASSENGER,No,Southwest Airlines
OE-LBN,OE-LBN,Frilex,LOWW,EKCH,473.0,118,1:58 h,2025-12-29 20:19:00,2025-12-29 22:17:00,48.110298,16.5697,55.617900848389,12.656000137329,A320,Airbus,A320-214,PASSENGER,No,Austrian
N8544Z,N8544Z,semartinezmo,KLAS,KMKE,1321.0,251,4:11 h,2025-12-29 17:37:00,2025-12-29 21:48:00,36.083361,-115.151817,42.947201,-87.896599,B738,Boeing,737-800,PASSENGER,No,Southwest Airlines
N8544Z,N8544Z,semartinezmo,KBOI,KLAS,452.0,108,1:48 h,2025-12-29 15:30:00,2025-12-29 17:19:00,43.5644,-116.223,36.083361,-115.151817,B738,Boeing,737-800,PASSENGER,No,Southwest Airlines
PK-GMR,PK-GMR,Zodroids,WIII,WARR,373.0,77,1:17 h,2025-12-29 14:59:00,2025-12-29 16:17:00,-6.12557,106.655998,-7.37983,112.787003,B738,Boeing,737-8U3,PASSENGER,No,Garuda Indonesia
N817EM,N817EM,jimmy_carrot,EIDL,EGBB,280.0,63,1:03 h,2025-12-29 13:00:00,2025-12-29 14:04:00,55.0442008972168,-8.340999603271484,52.453899,-1.74803,LJ35,Learjet,35A,PASSENGER,Yes,
N706JB,N706JB,PilotDeviation,KBOS,KJFK,162.0,80,1:20 h,2025-12-29 12:45:00,2025-12-29 14:06:00,42.36197,-71.0079,40.639447,-73.779317,A320,Airbus,A320-232,PASSENGER,No,Jetblue
G-HMGG,G-HMGG,TATsim,EGPK,EGMD,337.0,354,5:54 h,2025-12-29 10:51:00,2025-12-29 16:45:00,55.502003,-4.587019,50.956246,0.939074,B350,Beechcraft,300 King Air,MILITARY,No,HM Coastguard
D-AIXJ,D-AIXJ,Heustreu,EDDF,EDDM,162.0,97,1:37 h,2025-12-29 10:01:00,2025-12-29 11:38:00,50.030241,8.561096,48.353802,11.7861,A359,Airbus,A350-900,PASSENGER,No,Lufthansa
N817EM,N817EM,jimmy_carrot,CYYT,EIDL,1693.0,273,4:33 h,2025-12-29 08:20:00,2025-12-29 12:54:00,47.618599,-52.7519,55.0442008972168,-8.340999603271484,LJ35,Learjet,35A,PASSENGER,Yes,
N505JB,N505JB,Jay6zero,KLGA,KCLT,472.0,105,1:45 h,2025-12-29 06:53:00,2025-12-29 08:38:00,40.777199,-73.872597,35.2140007019043,-80.94309997558594,A320,Airbus,A320,PASSENGER,No,Jetblue
N817EM,N817EM,jimmy_carrot,KBOS,CYYT,834.0,141,2:21 h,2025-12-29 05:52:00,2025-12-29 08:13:00,42.36197,-71.0079,47.618599,-52.7519,LJ35,Learjet,35A,PASSENGER,Yes,
N281NV,N281NV,Jaraffe,KMGY,KROA,241.0,59,0:59 h,2025-12-29 05:50:00,2025-12-29 06:50:00,39.5890007019,-84.224899292,37.3255,-79.975403,A320,Airbus,A320-214,PASSENGER,No,Allegiant Air
N8544Z,N8544Z,semartinezmo,KLAS,KBOI,452.0,133,2:13 h,2025-12-29 03:03:00,2025-12-29 05:16:00,36.083361,-115.151817,43.5644,-116.223,B738,Boeing,737-800,PASSENGER,No,Southwest Airlines
N236FR,N236FR,Pandonaut,KCLE,KMSP,539.0,126,2:06 h,2025-12-29 01:25:00,2025-12-29 03:31:00,41.411701,-81.8498,44.880081,-93.221741,A320,Airbus,A320-214,PASSENGER,No,Frontier Airlines
A7-ALB,A7-ALB,semartinezmo,OTHH,HECA,1111.0,284,4:44 h,2025-12-28 21:50:00,2025-12-29 02:35:00,25.273056,51.608056,30.111534,31.396694,A359,Airbus,A350-900,PASSENGER,No,Qatar Airways
ZK-NHF,ZK-NHF,Negative,NIUE,NZAA,1343.0,218,3:38 h,2025-12-28 20:40:00,2025-12-29 00:18:00,-19.079030990600582,-169.92559814453125,-37.01199,174.786331,A20N,Airbus,A320-271N,PASSENGER,No,Air New Zealand
N817EM,N817EM,jimmy_carrot,KFXE,KBOS,1070.0,206,3:26 h,2025-12-28 19:25:00,2025-12-28 22:51:00,26.1972999573,-80.1707000732,42.36197,-71.0079,LJ35,Learjet,35A,PASSENGER,Yes,
N475UA,N475UA,Phil,KSFO,KDEN,838.0,139,2:19 h,2025-12-28 19:02:00,2025-12-28 21:22:00,37.619806,-122.374821,39.861698150635,-104.672996521,A320,Airbus,A320-232,PASSENGER,No,United Airlines
N915DU,N915DU,KDTW_Al,KATL,KFLL,505.0,102,1:42 h,2025-12-28 18:16:00,2025-12-28 19:59:00,33.6367,-84.428101,26.072599,-80.152702,B739,Boeing,737-900,PASSENGER,No,Delta Air Lines
D-AIZD,D-AIZD,Heustreu,EDDF,EGPH,557.0,133,2:13 h,2025-12-28 18:03:00,2025-12-28 20:16:00,50.030241,8.561096,55.950145,-3.372288,A320,Airbus,A320,PASSENGER,No,Lufthansa
N219YX,N219YX,mjbeck123,KPIT,KDTW,174.0,60,1:00 h,2025-12-28 17:18:00,2025-12-28 18:18:00,40.491501,-80.232903,42.21377,-83.353786,E75L,Embraer,ERJ-175LR,PASSENGER,No,Delta Air Lines
ZK-NHF,ZK-NHF,Negative,NZAA,NIUE,1343.0,205,3:25 h,2025-12-28 16:56:00,2025-12-28 20:21:00,-37.01199,174.786331,-19.079030990600582,-169.92559814453125,A20N,Airbus,A320-271N,PASSENGER,No,Air New Zealand
D-ALFJ,D-ALFJ,alphagolfcharlie,ZUUU,ZSPD,920.0,177,2:57 h,2025-12-28 15:14:00,2025-12-28 18:11:00,30.558257,103.945966,31.1434,121.805,B77L,Boeing,777-FBT,FREIGHTER,No,Lufthansa Cargo
OO-SNB,OO-SNB,1293211,EIDW,EGBB,173.0,61,1:01 h,2025-12-28 13:42:00,2025-12-28 14:43:00,53.428713,-6.262121,52.453899,-1.74803,A320,Airbus,A320,PASSENGER,No,Brussels Airlines
N505JB,N505JB,1293211,KBOS,KLGA,160.0,69,1:09 h,2025-12-28 12:11:00,2025-12-28 13:20:00,42.36197,-71.0079,40.777199,-73.872597,A320,Airbus,A320,PASSENGER,No,Jetblue
N505JB,N505JB,Jay6zero,KJFK,KBOS,162.0,62,1:02 h,2025-12-28 06:50:00,2025-12-28 07:53:00,40.639447,-73.779317,42.36197,-71.0079,A320,Airbus,A320,PASSENGER,No,Jetblue
N506JB,N506JB,Pandonaut,KBOS,KJFK,162.0,69,1:09 h,2025-12-28 06:18:00,2025-12-28 07:28:00,42.36197,-71.0079,40.639447,-73.779317,A320,Airbus,A320,PASSENGER,No,Jetblue
N505JB,N505JB,Jaraffe,KBOS,KJFK,162.0,68,1:08 h,2025-12-28 03:09:00,2025-12-28 04:17:00,42.36197,-71.0079,40.639447,-73.779317,A320,Airbus,A320,PASSENGER,No,Jetblue
N880FD,N880FD,lebrun,KMEM,KJFK,836.0,138,2:18 h,2025-12-28 02:51:00,2025-12-28 05:09:00,35.0424,-89.9767,40.639447,-73.779317,B77L,Boeing,777-200F,FREIGHTER,No,FedEx
OH-LZE,OH-LZE,Tebro,EFHK,EFRO,375.0,95,1:35 h,2025-12-27 18:48:00,2025-12-27 20:23:00,60.318363,24.963341,66.564796447754,25.830400466919,A321,Airbus,A321,PASSENGER,No,Finnair
D-AGWB,D-AGWB,Frilex,EDDL,EDDG,61.0,74,1:14 h,2025-12-27 18:01:00,2025-12-27 19:15:00,51.289501,6.76678,52.134602,7.68483,A319,Airbus,A319,PASSENGER,No,Eurowings
N505JB,N505JB,Jay6zero,KLGA,KBOS,160.0,57,0:57 h,2025-12-27 05:53:00,2025-12-27 06:50:00,40.777199,-73.872597,42.36197,-71.0079,A320,Airbus,A320,PASSENGER,No,Jetblue
N374DA,N374DA,KDTW_Al,KATL,KJFK,659.0,126,2:06 h,2025-12-27 00:16:00,2025-12-27 02:22:00,33.6367,-84.428101,40.639447,-73.779317,B738,Boeing,737-800,PASSENGER,No,Delta Air Lines
N504JB,N504JB,Frilex,KTPA,KLGA,879.0,171,2:51 h,2025-12-26 20:55:00,2025-12-26 23:46:00,27.9755,-82.533203,40.777199,-73.872597,A320,Airbus,A320,PASSENGER,No,Jetblue
